,15,La Flèche Wallonne,Flèche,topclas_fleche,bel,CWTAutresClasA,,,80,1,tgouvenou@aso.fr,Alpecin-Premier Tech | Bahrain Victorious | Cofidis | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | NSN Cycling Team | Tudor Pro Cycling Team | Pinarello-Q36.5 Pro Cycling Team | Uno-X Mobility | Aarco | Lotto Intermarché | Team Flanders - Baloise,,flechewallone,top_classiques_autres,1,CLAS_VAL,0,401,3,1,2018,0,1,0
,18,La Vuelta Ciclista a España,Vuelta,top_vuelta,esp,CWTGTAutres,Vuelta1,Vuelta21,90,21,info@unipublic.es,UAE Team Emirates XRG | Team Visma | Lease a Bike | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | INEOS Grenadiers | Alpecin-Premier Tech | EF Education - EasyPost | Decathlon CMA CGM Team | Bahrain Victorious | Pinarello-Q36.5 Pro Cycling Team | XDS Astana Team | Groupama-FDJ United | Caja Rural-Seguros RGA | Team Jayco AlUla | Cofidis | Team Picnic PostNL | Lotto Intermarché | Burgos-Burpellet-BH | NSN Cycling Team,,vuelta,top_espagne_grandtour,1,GRAND_TOUR,0,0,5,1,2021,0,1,0
,19,Tour de Romandie,Romand,top_romandie,swi,CWTAutresToursA,,,63,6,info@tourderomandie.ch,Alpecin-Premier Tech | Bahrain Victorious | Cofidis | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Tudor Pro Cycling Team | Lotto Intermarché,,tourderomandie,top_romandie,1,PETITS_TOURS_MO_TT,0,1702,4,0,2022,0,1,0
,24,Omloop Nieuwsblad,Omloop,topclas_omloophetnieuws,bel,CWTAutresClasB,,,75,1,nicolas.denys@flandersclassics.be,Uno-X Mobility | Alpecin-Premier Tech | Bahrain Victorious | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | Lidl-Trek | Lotto Intermarché | Movistar Team | NSN Cycling Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Cofidis | Pinarello-Q36.5 Pro Cycling Team | Burgos-Burpellet-BH | Tudor Pro Cycling Team | Team Flanders - Baloise | TotalEnergies | Unibet Rose Rockets,,gandlokeren,top_classiques_autres,1,CLAS_RVV,0,402,3,0,2026,0,1,0
,25,Tour de France,TDF,top_tdf,fra,CWTGTFrance,TdF1,ChampsElysees,98,21,tgouvenou@aso.fr,Team Visma | Lease a Bike | UAE Team Emirates XRG | Bahrain Victorious | Red Bull - BORA - hansgrohe | Groupama-FDJ United | INEOS Grenadiers | Uno-X Mobility | NSN Cycling Team | Lotto Intermarché | Lidl-Trek | Team Picnic PostNL | Movistar Team | Team Jayco AlUla | Decathlon CMA CGM Team | Alpecin-Premier Tech | XDS Astana Team | Cofidis | EF Education - EasyPost | Soudal Quick-Step | TotalEnergies | Tudor Pro Cycling Team,,tour,top_france_grandtour,1,GRAND_TOUR,0,0,5,1,2022,0,1,0
,26,ADAC Cyclassics,Hambur,topclas_hamburg,ger,CWTAutresClasA,,,58,1,oliver.schiek@ironman.com,Team Visma | Lease a Bike | Lidl-Trek | Red Bull - BORA - hansgrohe | Uno-X Mobility | Alpecin-Premier Tech | Tudor Pro Cycling Team | Cofidis | Team Picnic PostNL | Soudal Quick-Step | NSN Cycling Team | Bahrain Victorious | EF Education - EasyPost | INEOS Grenadiers | Decathlon CMA CGM Team | Lotto Intermarché | XDS Astana Team | Groupama-FDJ United | UAE Team Emirates XRG | Team Jayco AlUla | Movistar Team | Pinarello-Q36.5 Pro Cycling Team,,hewcyclassics,top_classiques_autres,1,CLAS_PLONLY,0,0,4,1,2022,0,1,0
,27,Tour des Alpes-Maritimes,AlpMar,c1_hautvar,fra,Cont11,,,30,1,tour0683@nicematin.fr,XDS Astana Team | Bahrain Victorious | Lidl-Trek | Team Picnic PostNL | Decathlon CMA CGM Team | Groupama-FDJ United | Lotto Intermarché | Cofidis | TotalEnergies | Tudor Pro Cycling Team | Unibet Rose Rockets | Team Polti VisitMalta | St Michel - PREFERENCE HOME - Auber93 | Van Rysel Roubaix | Nice Métropole Côte d'Azur | CIC Pro Cycling Academy | Elite Fondations Cycling Team,,tourhautvar,cont_11,1,CLAS_VAL,0,321,2,0,2026,0,1,0
,28,Bretagne Classic - CIC,Bretag,topclas_plouay,fra,CWTAutresClasA,,,54,1,tranvaux.jean-yves@wanadoo.fr,Tudor Pro Cycling Team | UAE Team Emirates XRG | Team Visma | Lease a Bike | Lidl-Trek | XDS Astana Team | Red Bull - BORA - hansgrohe | INEOS Grenadiers | Soudal Quick-Step | Alpecin-Premier Tech | Decathlon CMA CGM Team | EF Education - EasyPost | Bahrain Victorious | Uno-X Mobility | Movistar Team | Team Picnic PostNL | NSN Cycling Team | Groupama-FDJ United | Team Jayco AlUla | Cofidis | TotalEnergies | Lotto Intermarché | Bardiani CSF 7 Saber | Euskaltel-Euskadi,,grandprixplouay,top_classiques_autres,1,CLAS_VAL,0,305,4,0,2025,0,1,0
,29,Copenhagen Sprint,Copenhagen,topclas_copenhagen,den,CWTAutresClasC,,,40,1,jesper.tikioeb@cyklingdanmark.dk,Lidl-Trek | Team Visma | Lease a Bike | Alpecin-Premier Tech | Red Bull - BORA - hansgrohe | Bahrain Victorious | Uno-X Mobility | Cofidis | NSN Cycling Team | Tudor Pro Cycling Team | Team Jayco AlUla | Pinarello-Q36.5 Pro Cycling Team | TotalEnergies | Team Picnic PostNL | Lotto Intermarché | Caja Rural-Seguros RGA | Unibet Rose Rockets | Burgos-Burpellet-BH | Solution Tech NIPPO Rali | Team Polti VisitMalta | Euskaltel-Euskadi | Team Flanders - Baloise,,copenhagen,top_classiques_autres,1,CLAS_PLONLY,0,0,4,0,2025,0,1,0
,31,Tour du Finistère Pays de Quimper,Finist,c1_finistere,fra,Cont11,,,16,1,tourdufinisterecycliste@gmail.com,Decathlon CMA CGM Team | NSN Cycling Team | Groupama-FDJ United | Bahrain Victorious | Cofidis | Movistar Team | Burgos-Burpellet-BH | Caja Rural-Seguros RGA | Euskaltel-Euskadi | Pinarello-Q36.5 Pro Cycling Team | TotalEnergies | Unibet Rose Rockets | Aarco | CIC Pro Cycling Academy | Nice Métropole Côte d'Azur | St Michel - PREFERENCE HOME - Auber93 | Van Rysel Roubaix,,routefinistere,cont_11,1,CLAS_VAL,0,0,3,0,2026,0,1,0
,32,Tro-Bro Léon,TBLéon,c0_trobleon,fra,Cont1HC,,,40,1,jeanpaul.mellouet@orange.fr,Decathlon CMA CGM Team | Groupama-FDJ United | XDS Astana Team | Bahrain Victorious | NSN Cycling Team | Cofidis | Movistar Team | Lotto Intermarché | Uno-X Mobility | TotalEnergies | Tudor Pro Cycling Team | Unibet Rose Rockets | Burgos-Burpellet-BH | Aarco | St Michel - PREFERENCE HOME - Auber93 | Equipo Kern Pharma | CIC Pro Cycling Academy | Euskaltel-Euskadi | Van Rysel Roubaix | Nice Métropole Côte d'Azur | Modern Adventure Pro Cycling,,tropheebroleon,cont_1hc,1,CLAS_PLPAV,0,305,4,1,2020,0,1,0
,36,Clásica de Ordizia - Ordiziako Klasikoa,Ordizi,c1_ordizia,esp,Cont11,,,15,1,jlsanzroa@hotmail.es,UAE Team Emirates XRG | Cofidis | Movistar Team | XDS Astana Team | Burgos-Burpellet-BH | Caja Rural-Seguros RGA | Euskaltel-Euskadi | Equipo Kern Pharma | Team Polti VisitMalta | Pinarello-Q36.5 Pro Cycling Team | TotalEnergies | Unibet Rose Rockets | FEIRENSE - BEECELER | Petrolike | Pingtan International Tourism Island Cycling Team | Terengganu Cycling Team | Universe Cycling Team | Victoria Sports Pro Cycling,,ordizia,cont_11,1,CLAS_VAL,0,0,3,0,2012,0,1,0
,38,Vuelta a Burgos,Burgos,t0_burgos,esp,Cont2HC,,,36,5,vueltaburgos@diputaciondeburgos.es,UAE Team Emirates XRG | Red Bull - BORA - hansgrohe | INEOS Grenadiers | Movistar Team | Bahrain Victorious | EF Education - EasyPost | Lidl-Trek | XDS Astana Team | Soudal Quick-Step | Decathlon CMA CGM Team | Burgos-Burpellet-BH | Uno-X Mobility | Pinarello-Q36.5 Pro Cycling Team | Tudor Pro Cycling Team | Caja Rural-Seguros RGA | Equipo Kern Pharma | Euskaltel-Euskadi | Team Polti VisitMalta,,burgos,t0_burgos,1,PETITS_TOURS_MO_NOTT,0,0,2,0,2017,0,1,0
,39,E3 Saxo Classic,E3,topclas_harelbeke,bel,CWTAutresClasA,,,75,1,info@e3saxobankclassic.be,Alpecin-Premier Tech | Bahrain Victorious | Cofidis | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | Lidl-Trek | Movistar Team | Red Bull - BORA - hansgrohe | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Visma | Lease a Bike | UAE Team Emirates XRG | XDS Astana Team | Lotto Intermarché | NSN Cycling Team | Uno-X Mobility | Tudor Pro Cycling Team | TotalEnergies | Pinarello-Q36.5 Pro Cycling Team | Team Flanders - Baloise,,gpe3,top_classiques_autres,1,CLAS_RVV,0,402,2,0,2026,0,1,0
,40,Tour of Oman,Oman,t0_oman,OMA,Cont2HC,,,28,5,fperque@aso.fr,UAE Team Emirates XRG | Soudal Quick-Step | Pinarello-Q36.5 Pro Cycling Team | Team Visma | Lease a Bike | Groupama-FDJ United | Movistar Team | XDS Astana Team | Alpecin-Premier Tech | EF Education - EasyPost | Team Jayco AlUla | TotalEnergies | Burgos-Burpellet-BH | Tudor Pro Cycling Team | Uno-X Mobility | Lotto Intermarché | Cofidis | Caja Rural-Seguros RGA | Team Oman,,tourofoman,t0_oman,1,PETITS_TOURS_MO_NOTT,1,0,4,1,2024,0,1,0
,43,Strade Bianche,Strade,topclas_stradebian,ita,CWTAutresClasA,,,75,1,stefano.allocchio@rcs.it,UAE Team Emirates XRG | Alpecin-Premier Tech | Bahrain Victorious | Bardiani CSF 7 Saber | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | Lidl-Trek | Lotto Intermarché | MBH Bank CSB Telecom Fort | Movistar Team | NSN Cycling Team | Pinarello-Q36.5 Pro Cycling Team | Red Bull - BORA - hansgrohe | Solution Tech NIPPO Rali | Soudal Quick-Step | Team Jayco AlUla | Team Picnic PostNL | Team Polti VisitMalta | Team Visma | Lease a Bike | Tudor Pro Cycling Team | Unibet Rose Rockets | Uno-X Mobility | XDS Astana Team,,stradebianche,top_classiques_autres,1,CLAS_VAL,0,209,4,0,2026,0,1,0
,44,Eschborn-Frankfurt,Frankf,topclas_gpfrankfurt,ger,CWTAutresClasC,,,47,1,office@gfr-cycling.de,Red Bull - BORA - hansgrohe | Cofidis | EF Education - EasyPost | Lidl-Trek | Soudal Quick-Step | Alpecin-Premier Tech | Tudor Pro Cycling Team | UAE Team Emirates XRG | Bahrain Victorious | Team Jayco AlUla | Uno-X Mobility | NSN Cycling Team | Movistar Team | Team Picnic PostNL | XDS Astana Team | Pinarello-Q36.5 Pro Cycling Team,,gpfrancfort,top_classiques_autres,1,CLAS_VAL,0,707,3,1,2026,0,1,0
,49,Donostia San Sebastian Klasikoa,SanSeb,topclas_sansebastian,esp,CWTAutresClasA,,,68,1,admon@oceta.eus,Tudor Pro Cycling Team | UAE Team Emirates XRG | Decathlon CMA CGM Team | Soudal Quick-Step | Lidl-Trek | Red Bull - BORA - hansgrohe | Equipo Kern Pharma | Caja Rural-Seguros RGA | Movistar Team | EF Education - EasyPost | Team Visma | Lease a Bike | Cofidis | XDS Astana Team | Team Picnic PostNL | Bahrain Victorious | Euskaltel-Euskadi | Team Jayco AlUla | Groupama-FDJ United | Alpecin-Premier Tech | INEOS Grenadiers | Uno-X Mobility | Burgos-Burpellet-BH,,klasikasansebastian,top_classiques_autres,1,CLAS_MM,0,816,3,0,2024,0,1,0
,63,Volta ao Algarve em Bicicleta,Algarv,t0_algarve,por,Cont2HC,,,40,5,geral@fpciclismo.pt,UAE Team Emirates XRG | Lidl-Trek | Soudal Quick-Step | Red Bull - BORA - hansgrohe | Decathlon CMA CGM Team | INEOS Grenadiers | Alpecin-Premier Tech | EF Education - EasyPost | Team Jayco AlUla | Team Picnic PostNL | Lotto Intermarché | NSN Cycling Team | Tudor Pro Cycling Team | Caja Rural-Seguros RGA | Pinarello-Q36.5 Pro Cycling Team | Team Tavira / Crédito Agrícola | Anicolor/Campicarn | Efapel Cycling | Feira dos Sofás - Boavista | Aviludo - Louletano - Loulé | Tavfer-Ovos Matinados-Mortágua | Credibom / LA Alumínios / Marcos Car | GI Group Holding - Simoldes - UDO | FEIRENSE - BEECELER,,voltaalgarve,t0_algarve,1,PETITS_TOURS_MO_TT,0,2905,2,0,2018,0,1,0
,66,Ename Samyn Classic,Samyn,c1_fayt,bel,Cont11,,,27,1,jeanlucvdb@skynet.be,Alpecin-Premier Tech | Soudal Quick-Step | TotalEnergies | NSN Cycling Team | Groupama-FDJ United | Team Visma | Lease a Bike | Team Picnic PostNL | Red Bull - BORA - hansgrohe | Lotto Intermarché | Unibet Rose Rockets | Team Flanders - Baloise | Cofidis | Modern Adventure Pro Cycling | EEW-VDK Cyclingteam | VolkerWessels Cycling Team | BEAT CC p/b Saxo | Tarteletto - Isorex | Elite Fondations Cycling Team | Team Lotto Kern-Haus Outlet Montabaur | Van Rysel Roubaix | St Michel - PREFERENCE HOME - Auber93 | Bahrain Victorious | Atom 6 Bikes - Cycleur de Luxe - Auto Stroo Team | Aarco | Color Code-Alu Center,,fayt,cont_11,1,CLAS_PLPAV,0,401,3,0,2026,0,1,0
,68,Settimana Internazionale Coppi e Bartali,SetInt,t1_settimanainter,ita,Cont21,,,24,5,gsemiliaciclismo@tin.it,Team Visma | Lease a Bike | EF Education - EasyPost | INEOS Grenadiers | Soudal Quick-Step | Team Jayco AlUla | UAE Team Emirates XRG | XDS Astana Team | NSN Cycling Team | Pinarello-Q36.5 Pro Cycling Team | Solution Tech NIPPO Rali | Team Polti VisitMalta | TotalEnergies | Bardiani CSF 7 Saber | Aarco | Unibet Rose Rockets | Lotto - Groupe Wanty | Red Bull - BORA - hansgrohe Rookies | General Store - Essegibi - F.lli Curia | Team UKYO | MBH Bank CSB Telecom Fort | Petrolike | S.C. Padovani Polo Cherry Bank | Vega - Vitalcare - Dynatek | Team Technipes inEmiliaRomagna Caffè Borbone | Team Vorarlberg,,coppainternazionale,t1_settimanainter,1,PETITS_TOURS_MO_GOATS,0,0,2,0,2024,0,1,0
,69,Région Pays de la Loire Tour,Sarthe,t0_sarthe,fra,Cont2HC,,,25,4,laurentbspdrouault@gmail.com,EF Education - EasyPost | Groupama-FDJ United | Cofidis | Decathlon CMA CGM Team | TotalEnergies | Uno-X Mobility | Team Novo Nordisk | Team Polti VisitMalta | Aarco | Team Flanders - Baloise | Euskaltel-Euskadi | Unibet Rose Rockets | CIC Pro Cycling Academy | Nice Métropole Côte d'Azur | St Michel - PREFERENCE HOME - Auber93 | Van Rysel Roubaix | Development Team Picnic PostNL,,circuitsarthe,t0_sarthe,1,PETITS_TOURS_VAL_TT,0,0,2,0,2017,0,1,0
,72,Grand Prix de Denain - Porte du Hainaut,Denain,c0_denain,fra,Cont1HC,,,35,1,contact@gpdenain.fr,Pinarello-Q36.5 Pro Cycling Team | Team Visma | Lease a Bike | UAE Team Emirates XRG | Soudal Quick-Step | Team Jayco AlUla | Decathlon CMA CGM Team | Groupama-FDJ United | Cofidis | Bahrain Victorious | XDS Astana Team | Alpecin-Premier Tech | Lotto Intermarché | TotalEnergies | Unibet Rose Rockets | Team Flanders - Baloise | Euskaltel-Euskadi | Aarco | Nice Métropole Côte d'Azur | CIC Pro Cycling Academy | St Michel - PREFERENCE HOME - Auber93 | Van Rysel Roubaix | Modern Adventure Pro Cycling,,circuitdenain,cont_1hc,1,CLAS_RVV,0,315,4,0,2022,0,1,0
,74,Tour Auvergne - Rhône-Alpes,Dauph,top_dauphine,fra,CWTAutresToursA,,,83,8,tgouvenou@aso.fr,Red Bull - BORA - hansgrohe | Team Visma | Lease a Bike | UAE Team Emirates XRG | INEOS Grenadiers | Soudal Quick-Step | Bahrain Victorious | Lidl-Trek | Decathlon CMA CGM Team | XDS Astana Team | EF Education - EasyPost | Movistar Team | Alpecin-Premier Tech | Uno-X Mobility | Groupama-FDJ United | NSN Cycling Team | Team Picnic PostNL | Team Jayco AlUla | Cofidis | Tudor Pro Cycling Team | TotalEnergies,,dauphinelibere,top_dauphine,1,PETITS_TOURS_MO_GOATS,0,322,4,1,2025,0,1,0
,77,Milano-Sanremo,SRemo,topclas_sanremo,ita,CWTMajeures,SanRemo,SanRemo,88,1,stefano.allocchio@rcs.it,Alpecin-Premier Tech | Bahrain Victorious | Cofidis | Decathlon CMA CGM Team | EF Education - EasyPost | Groupama-FDJ United | INEOS Grenadiers | NSN Cycling Team | Lidl-Trek | Lotto Intermarché | Movistar Team | Pinarello-Q36.5 Pro Cycling Team | Red Bull - BORA - hansgrohe | Solution Tech NIPPO Rali | Soudal Quick-Step | Team Visma | Lease a Bike | Tudor Pro Cycling Team | UAE Team Emirates XRG | Uno-X Mobility | Bardiani CSF 7 Saber | XDS Astana Team,,milansanremo,top_classiques_majeures,1,CLAS_PLVAL,0,0,4,0,2018,0,1,0
,78,Clasica Castilla y Leon,Castil,c1_castillayleon,esp,Cont11,,,16,1,clubciclistacadalsa@outlook.com,Burgos-Burpellet-BH | Movistar Team | UAE Team Emirates XRG | XDS Astana Team | Cofidis | Caja Rural-Seguros RGA | Euskaltel-Euskadi | Equipo Kern Pharma | Pinarello-Q36.5 Pro Cycling Team | TotalEnergies | Unibet Rose Rockets | Team Polti VisitMalta | Tavfer-Ovos Matinados-Mortágua | Victoria Sports Pro Cycling | Petrolike | Pingtan International Tourism Island Cycling Team | Team Skyline,,castillaleon,cont_11,1,CLAS_VAL,0,808,2,0,2016,0,1,0
,80,Liechtenstein - National Championships ITT,LIE TT,natitt-lie,LIE,NationalChampionshipITT,,,1,1,organisateurs@liechtenstein-ch.li,,,champ_liechtenstein_itt,default,0,CLAS_TT_HILL,0,0,2,0,WaneToutFrit,0,1,0
,83,ZLM Tour,ZLM,t1_elektratoer,ned,Cont21,,,19,5,profcycling@libema.nl,Team Visma | Lease a Bike | Alpecin-Premier Tech | XDS Astana Team | Team Picnic PostNL | Tudor Pro Cycling Team | Bardiani CSF 7 Saber | Team Polti VisitMalta | Aarco | Solution Tech NIPPO Rali | Team Flanders - Baloise | VolkerWessels Cycling Team | Metec - Solarwatt p/b Mantel | Parkhotel Valkenburg | BEAT CC p/b Saxo | EEW-VDK Cyclingteam | Team Storck - MRW Bau | 0,,starelektratoer,t1_elektratoer,1,PETITS_TOURS_PL_TT,0,511,2,0,2019,0,1,0
,84,Tour of Holland,TourHolland,t1_holland,ned,Cont21,,,28,6,Info@tigsports.nl,Red Bull - BORA - hansgrohe | Alpecin-Premier Tech | Lidl-Trek | Soudal Quick-Step | Team Picnic PostNL | Team Visma | Lease a Bike | XDS Astana Team | Lotto Intermarché | Pinarello-Q36.5 Pro Cycling Team | Team Flanders - Baloise | Team Polti VisitMalta | TotalEnergies | Unibet Rose Rockets | BEAT CC p/b Saxo | EEW-VDK Cyclingteam | Metec - Solarwatt p/b Mantel | Parkhotel Valkenburg | VolkerWessels Cycling Team,,tourholland,t1_holland,1,PETITS_TOURS_VAL_TT,1,0,3,0,2025,0,1,0
